Login,Dvojnasobek,Suda cisla,Delitele,Faktorial,Ciferny soucet,Fibonacciho posloupnost,Nejvetsi spolecny delitel,Binarni zapis,Sachovnice,Vypis prvocisel,Pascaluv trojuhelnik,Mocniny dvojky,Tajna posloupnost,Soucet,Ctverec,Trojuhelnik,Pocet delitelu,Diamant,Cik-cak,Palindrom,Presmycky,Binarni cislo,Podmnoziny,Caesarova sifra,Velke X,Transpozicni sifra,Prvni pismena,Vsechny presmicky,Frekvencni analyza,Nejdelsi slovo
 U11788, 152, 103, 59, 46, 1338, 1225, 441,, 620,,, 669,, 170, 1328, 865, 107,,, 1549,,,, 3494,,,,,,
 U11789, 58, 133, 91, 164,, 136, 225,, 450,, 250, 455, 403, 131, 609, 110, 111,, 281, 576,,,,, 426,, 468,,,
 U11791, 72, 51, 228, 118, 298, 88, 168, 417, 262, 1140, 782, 40,, 267,,, 72,,, 1082,, 3539,, 1056,, 1454,,,,
 U11792, 141, 104, 199, 112, 612, 104, 2574,,, 912,, 230,, 198, 192, 66, 101,,, 1012,,,,,,,,,,
 U11793, 222, 79, 100, 828, 1122, 837, 2354, 3651, 3393,, 1428, 91,, 241, 1490, 658, 144, 2087, 348,,,,,, 1303,,,, 1268,
 U11794, 126, 514, 239, 712, 369, 332, 1074, 656,,,, 148,, 840,, 1385, 370,,, 448,,,,,,, 354,, 681, 438
 U11795, 186, 248,, 429, 82, 171,,,,,, 507, 186,,,,,,, 386, 450,,, 517,, 310, 210,,, 318
 U11797, 70, 103, 142, 92,, 1213, 751,, 783,,, 115,, 153, 518, 585, 143,,,,,,,,,, 4462,,,
 U11799, 37, 57, 267, 102, 426, 837, 485,, 449,,, 208, 948, 149, 819, 210, 143,, 493, 349,,,,, 569,, 945,, 307, 514
 U11800, 243, 201, 235, 167, 2139, 75, 447,, 411,,, 416,, 271, 1117, 382, 245,,,,,,,,,,,,,
 U11801, 56, 89, 63, 395, 927, 360, 436,, 983,,, 48,, 199, 808, 98, 186,, 855, 670,,,,, 424,,,,,
 U11802, 149, 128, 258, 1287, 185, 859, 616,, 570,,, 97,, 146, 1022, 915, 94,, 1382, 1295,,,,, 358,,,,,
 U11803, 41,,, 134,,,,, 891,,, 625, 1288, 125,, 434,,,,,,,,, 554,,,,,
 U11804, 24, 20, 49, 44,,,,,,,, 25, 316, 33,,, 45,,,,,,,,,,,, 98, 89
 U11805, 31, 90, 19, 375,, 160, 112,, 2465,, 479, 155,, 1657,, 519,,,, 1297,,,,, 551,,,,,
 U11806, 307, 59, 87, 70, 198, 451, 190,, 319,,, 35,, 102, 504, 103, 99,, 230, 251,, 661,,, 155,,,,,
 U11808, 204, 78, 306, 236, 1297, 295, 1998,, 153,,, 468,, 178, 3183, 555, 2654,, 1778, 1595,,,,, 1014,, 3801,,,
 U11810, 124, 79, 56, 105, 226, 201, 206,, 284,,, 29,, 86, 875, 55, 113, 1185, 225, 445,,,,, 216,,,,,
 U11812, 141,, 380, 211, 587, 632,, 1125, 247, 388,, 83,,, 585, 319, 135, 1969, 675,, 901, 393,,, 175, 347, 325,, 644, 225
 U11813, 142, 100, 48, 56, 115, 305, 926, 1457, 141, 419,, 30,, 93, 194, 68, 48, 540,,,,,,,,,,,,
 U11814, 105, 72, 594, 147, 793, 74, 425,, 615,, 284, 338,, 190, 1032, 234, 63,,, 328,,,,, 512,, 365,,,
 U11815, 116, 163, 92, 81, 355, 163, 553,, 243,,, 57,, 52, 612, 76, 93,, 604, 195,,,,, 210,,,,,
 U11817, 110, 213, 82, 137, 295, 75, 1499,, 161,,, 82,, 155, 641, 426, 126,, 1281, 668,,,,, 910,,,,,
 U11818, 78, 114, 228, 257, 3052, 180, 407,, 761,,, 215,, 139,, 132, 180,, 435,,,,,,,,,, 1173, 3839
 U11819, 191, 46, 761, 52, 954, 139, 164, 644, 270,, 407, 227,, 93, 351, 476, 71,,,,,,,,,,,, 1333,
 U11820, 102, 57, 89, 51, 751, 364, 966, 1791,,,, 209,, 83,, 66, 129,,, 148,, 1455,,, 620,, 423,,,
 U11821, 152, 146, 96, 230, 150, 70, 202, 970, 166,, 1666, 111,, 536, 896, 88, 2913, 176,, 809,,,,, 155,,,, 472,
 U11826, 348, 92, 462, 134, 164, 245, 1233,, 266, 995,, 79,, 177,, 276, 306,, 301, 192, 1717,,, 520, 936,,,,,
 U11827, 531, 82, 451, 280, 958, 961, 1441,, 382, 1230,, 172,, 138, 690, 829, 164,,, 274,,,,, 817,, 435,,,
 U11829, 57, 101, 136, 86, 250, 142, 54,, 169,,, 83,, 102, 534, 364, 47,, 130, 426,,,,, 205,,,,,
 U11831, 123, 110, 73, 201, 1369, 94,, 1167, 1367,,, 71,, 29,, 1441, 82,,,, 1168,,, 1564,,,,,,
 U11832, 28, 52, 71, 92, 505, 235, 106, 730, 509,,, 195,, 45, 154, 327, 62,, 297, 95,, 1991,,,,, 484,,,
 U11834, 115, 91, 74, 109, 3291, 697, 2999,, 343, 1532, 686, 150,, 147,, 149, 214,,, 289,,,,, 253,,,,,
 U11836, 35, 108, 65, 210, 2755, 1141, 107, 522,, 1562,, 205,, 76,, 618, 91,,,,,,,,,,,,,
 U11837, 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U11839, 22, 44, 33, 112, 103, 237, 117, 194, 443,, 1394, 41, 288, 30, 611, 29, 71,, 835, 160,,,, 660, 185,, 167,, 344, 618
 U11841, 24, 221, 77, 57, 72, 329,,,,,,,,,,, 82,,,,,,,,,,,,,
 U11842, 216, 236, 183, 308, 540, 113, 140,, 430, 1779,, 26,, 68, 251, 485, 139,, 1131, 409,,,,,,,,,, 1264
 U11843, 92, 61, 53, 64, 217, 103, 248,,,,, 104,, 107,, 97, 59,, 452, 590,,,, 831,,, 194,, 277, 259
 U11844, 178, 373, 105, 280, 433, 331,,, 546,, 497, 174,, 69,, 137,,, 1009, 262,,,, 959, 783,, 1467,,,
 U11846, 74, 99, 126, 297, 943, 277, 162,, 291,,, 113,, 134, 746, 227, 74,, 139, 209,,,,, 322,, 532,,,
 U11847, 142, 99, 77, 50, 567,, 609, 486, 293, 1651,, 136,, 98, 299, 169, 58,,, 579,,,,,,, 1378,,,
 U11848, 198, 83, 47, 51, 92, 80, 666, 286, 168, 188,, 84,, 86, 4573, 49, 59, 860,,,,,,, 68,,,,,
 U11849, 96, 89, 151, 146,, 137, 409, 1099, 1040, 479,, 106, 534, 176, 533, 155, 176, 1019, 344, 563,, 446,, 645, 258, 1414, 133,, 579, 497
 U11851, 69, 129, 105, 49, 74, 616, 63,, 432,,, 96,, 52, 286, 1148, 90,, 359, 404,,,,,,, 575,,,
 U11853, 103, 86, 70, 132,,, 123, 1674,,,, 83, 353, 34,, 159, 103, 811,,, 576, 1349, 3594,, 1242, 919,,,, 218
 U11854, 351, 142, 104, 33,, 63, 583,, 226,, 401, 15,, 704,, 2119, 319,,, 405,,,,, 311,,,,,
 U11855, 91, 418,, 1320,,,,,,,,,, 994,,,,,,,,,,,,,,,,
 U11856, 78, 106, 99, 259,, 326, 171,, 249,,, 142,, 213,, 103, 185,,,,,,,, 300,,,,,
 U11857, 112, 108, 76, 121, 288,, 474,, 123, 339,, 33,, 96,, 44, 133, 512,, 150,,,,, 89,, 180,,,
 U11858, 156, 95, 261, 242,, 214, 362,, 259,,, 24,, 64,, 164, 158,,,,,,,,,,,,,
 U11859, 15, 136, 24,,,,,,,,, 31,, 1126,,,,,,,,,,,,,,,,
 U11863, 505, 209, 476, 53, 1350, 128, 35,, 115, 305,, 281,, 155, 117, 908, 71,,, 274,,,,, 92,,,,,
 U11864, 98, 25, 90, 65, 105, 47, 40,, 717,,, 15,, 183, 607, 160, 68,,, 151,,,,, 157,, 420,,,
 U11865, 29, 103, 70, 150, 1244, 190,, 1445,, 597,, 700,, 103, 193, 1644, 183,,,,,,, 1111,,, 610,,, 351
 U11866, 95, 167, 156, 91, 81, 93, 75,, 475,, 312, 117,, 82,, 571, 294,,,,,,,,,,,,,
 U11867, 65, 776, 37, 225,, 735, 267,, 288,,, 148,, 976, 1080, 225, 210,, 412, 431,,,,, 1778,, 415,,,
 U11868, 254, 838, 5421, 1086,,,,,,,, 986,,,,,,,,,,,,,,,,,,
 U11869, 106, 94, 134, 161, 454, 211, 333,,,, 555, 198, 1611, 93, 1666, 745, 114,, 985, 148,,,,,,,,,,
 U11870, 84, 125, 117, 157, 685, 89, 175,, 322,,, 283,, 115, 456, 389, 278,, 704, 325,,,,, 237,,,,,
 U11871, 141, 58, 33, 703, 1082, 861, 147,, 1149,,, 431, 2047, 2703, 2763, 446, 310,, 818, 1837,,,,, 1388,, 771,, 927, 3301
 U11872, 58, 141, 136, 139, 252, 73, 162,, 329,,, 47, 260, 363, 285, 389, 105, 805,,,,,,, 1198,,,,,
 U11874, 50, 173, 83, 35, 336, 134, 169,, 450, 465,, 115,, 102, 263, 75, 74,,, 101,,,,, 304,,,,,
 U11878, 776, 74, 292, 103, 115, 115, 409,, 201,, 563, 43,, 42, 342, 169, 92,, 234,,,,,, 250,,,,,
 U11951, 96, 20, 33, 49, 59, 206, 28,, 114,, 672, 33, 390, 50, 133, 113, 158,, 92, 272,,,,, 80,, 70,, 599, 967
 U11954, 40, 292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U11955, 35, 17, 36, 60, 100, 23, 87, 101, 42, 591, 163, 23, 224, 24, 128, 43, 39, 178, 178, 24, 158, 161, 1969, 184, 77, 177, 90, 445, 219, 65
 U11966, 30, 47, 38, 64, 89, 89, 104, 182,,,, 40,, 57, 121, 103, 51,,, 76,, 240,, 244,,,,,,
 U11967, 25, 119, 64, 115, 119, 124, 630, 2786, 285, 2800, 1927, 27, 103, 61, 163, 58, 83, 7649, 106, 70, 6609, 5272,, 575, 181, 11935, 1000,, 522, 406
 U11991, 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12003, 35, 128, 106,,,,,,,,, 183,, 61,,,,,,,,,,,,,,,,
 U12014, 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12051, 61,,,,,,,,,,,,,,,,,,,,,, 465,,,,,,,
 U12052, 317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12116, 412, 578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12135, 40, 284, 79, 175,,,,,,,, 182,, 3106,,, 434,,,,,,,,,,,,,
 U12140, 50, 196, 192, 138, 1231, 1025, 907,, 317,,, 74,, 298, 1342, 3247, 383,, 782, 100,,,,, 311,,,,,
 U12338, 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12340, 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12344, 26, 72, 32, 90, 491, 41, 68, 380, 122, 551, 551, 122, 585, 60, 285, 44, 153,, 317, 186, 829, 310,, 487, 131, 590, 176,, 97, 162
 U12380, 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12618, 75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12622, 110, 137, 140,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12654, 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12687, 19, 1835, 181,, 1204,, 11232,,,,, 1140,, 148,, 535, 336,,, 581,,,,,,,,,,
 U12688, 34, 177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12737, 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12769, 81, 53, 51, 39, 521,,,,,,, 76,, 152, 86, 330, 209,,, 434,,,,,,,,, 416,
 U12793, 134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12796, 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12903, 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12904, 36, 36, 49,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12909, 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U12997, 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13041, 9, 29, 32, 44, 39, 118, 97, 355, 136, 406, 200, 25,, 66,,, 59,,, 26,,,,,,,,,, 258
 U13065, 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13169, 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13320, 70,, 67,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13330, 76,, 231, 162,,,,, 3233,,, 109,, 179,,, 551,,,,,,,,,,,,,
 U13402, 130, 31, 66, 20,, 464, 111,,,,, 34,, 28,, 61, 37,,,,,,,,,,,,,
 U13579, 124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13605, 28, 68, 48, 83,,,,,,,,,, 73,,,,,,,,,,,,,,,,
 U13622, 95, 91, 84,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13653, 115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13682, 48, 147, 63, 213,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13690, 43, 56, 46, 73, 61, 119, 83,, 109,,, 87,, 35, 152, 65, 77,, 207, 72,,,,, 134,,,,,
 U13801, 21,, 108,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13914, 99, 341, 63,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13966, 52, 54, 73, 98, 216, 323,,,,,, 29,, 54, 544, 221, 76,,, 204,,,,,,,,,,
 U13969, 61,, 123,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13970, 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U13998, 31, 42, 116, 60,,,,,,,, 134,, 183,,, 114,,,,,,,,,,,,,
 U14049, 54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14084, 42, 79, 20, 65, 149, 135, 100, 377, 151, 1192, 2095, 23, 746, 24, 118, 105, 220, 1436, 277, 169, 625, 1188, 2179, 493, 240, 2493, 154, 2416, 83, 392
 U14095, 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14107, 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14114, 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14117, 30, 138, 78, 62,,, 41,,,,, 213,, 503,, 76, 216,,,,,,,,,,,,,
 U14122, 29, 43, 39,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14127, 148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14140, 52, 93, 51, 75,,,,,,,,,, 38,,,,,,,,,,,,,,,,
 U14175, 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14189, 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14191, 978, 680, 415,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14195, 106, 230, 914, 124, 1480, 376, 369, 3510, 712,,, 376, 805, 751, 778, 453, 160,, 674, 811,, 2567,, 1382, 369,, 563,, 134,
 U14197, 179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14205, 75, 164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14278, 125,, 66,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14279, 36,, 210,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14281, 25, 170, 1546,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14290, 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14331, 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14341, 29,, 186, 204,,,,,,,,,,,,, 356,,,,,,,,,,,,,
 U14399, 227,, 153, 190,,,,,,,,,,,,, 233,,,,,,,,,,,,,
 U14404, 78,,, 196,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14437, 6, 67, 60, 67,,,,,,,, 392,, 121,,,,,,,,,,,,,,,,
 U14442, 106, 116, 299, 71, 602, 255, 1643, 819, 268, 292, 601, 89,, 79, 834, 176, 93,, 1609, 2729,, 587,,, 191,, 275,,, 1235
 U14462, 78, 80, 111, 633, 546, 517, 1260,, 2350,, 2654, 220, 2361, 70, 2330, 2860, 97,, 280, 187,,,, 8272, 379,, 396,, 266, 1222
 U14463, 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14466, 84, 75, 318, 311, 1285, 324, 149, 1056,,, 1074, 376, 992, 101, 77, 729, 167,,, 155, 301, 154,, 365,,, 273,,,
 U14474, 602, 396, 211, 1278,,,,, 1067,,, 831,, 3789, 4634, 475,,,,,,,,, 621,,,, 158,
 U14485, 1496, 140, 155, 64,,, 8,,,,, 137,, 86,, 47, 6,,,,,,,,,,,,,
 U14488, 108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14490, 34, 81, 73, 291,,,,,,,,,, 66,,,,,,,,,,,,,,,,
 U14492, 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14493, 174, 148, 277, 171, 170, 1865, 77, 1074, 1610, 377,, 1042,, 863, 647, 724, 156, 1476,, 115,, 694,, 388, 1405,, 166,,,
 U14500, 42, 547, 163, 89,,, 3100,,,,, 139,, 61,, 132, 221,,,,,,,,,,,,,
 U14510, 74, 62, 135,,,,,,,,, 39,, 63,,,,,,,,,,,,,,,,
 U14513, 54, 69,, 74,,,,,,,,,, 53,,, 88,,,,,,,,,,,,,
 U14626, 35, 18, 29, 23, 20, 226, 110, 93, 147, 131, 87, 11, 317, 15, 139, 30, 39, 515, 126, 29, 516, 339, 2150, 130, 136, 205, 82, 1182, 54, 128
 U14638, 42, 95, 687, 617,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14639, 78, 157, 254,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14640, 24,, 351,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14641, 96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14642, 88,, 237,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14644, 64, 111, 21, 39, 341, 71, 162,, 186,, 717, 16, 469, 119, 479, 68, 46,, 86, 191,,,,, 312,, 383,, 229, 502
 U14645, 15, 58, 52, 31, 84, 69, 191, 283, 55, 197, 1838, 47, 152, 20, 141, 48, 60,, 132, 67, 158, 138,, 1109, 69, 226, 246, 2905, 73, 99
 U14646,,, 46 213, 79, 1255, 182, 418,, 1945, 6622, 620, 82, 4169, 279, 2327, 93, 113,,, 452,, 79,, 2172, 802,, 1080,,,
 U14647, 112, 336, 57, 98, 960, 147, 147, 354, 284,,, 39, 401, 138, 978, 44, 79,, 917, 389, 217, 1516,,, 209,, 1439,, 505,
 U14648, 21, 27, 77, 78, 35, 51, 117,, 105,, 417, 130, 624, 27, 170, 50, 250,, 248, 57,, 351,, 437, 224,, 183,, 28, 102
 U14652, 399, 132, 506, 286, 570, 390,, 1091, 2313, 2105, 909, 438,, 214, 1557, 488, 395,, 501, 666,, 3697,,, 3448,, 1731,,, 1910
 U14655, 80, 123, 186, 387, 617, 2391, 702, 782, 527, 8039, 3436, 84, 5393, 327, 641, 142, 66, 1761, 862, 137, 2197, 5008,, 3477, 147, 1297, 358,, 403, 1958
 U14656, 275, 297, 1774, 693, 889, 675, 1808, 2201, 1521, 2351,, 529,, 1058, 2798, 534, 476,, 844, 468,, 1974,, 989, 1350,, 871,,,
 U14657, 54, 89, 262, 245, 1723, 665, 505, 1907, 609, 2370, 2312, 849, 581, 54, 2121, 797, 898, 1864, 367, 216,,,,, 847,,,,,
 U14658, 134, 47, 77, 75, 684, 256, 90, 917, 260, 375, 166, 29, 369, 102, 345, 109, 119,, 184, 106, 832, 626,, 325, 128, 242, 366,, 274, 464
 U14659, 36, 36, 82, 58, 71, 408, 182, 414, 583, 309, 306, 22, 702, 42, 629, 56, 60, 257, 325, 112, 388, 2093,, 350, 152, 342, 453,, 64, 677
 U14660, 86, 39, 120, 133, 276, 69, 47, 121, 358, 898,, 48,, 61, 1742, 62, 64,, 231, 133,, 627,, 968,, 411, 1172,, 3972, 1750
 U14662, 169, 342, 112, 129, 2056, 430, 679,, 459, 273, 2713, 289, 949, 285,, 204, 258, 1775,, 643,,,, 395, 739,,,, 30, 16
 U14668, 1073, 1457, 1045, 147, 994, 1680, 261, 747, 432, 2344, 1515, 305,, 936,, 351, 419, 1526,, 208,, 302,, 2227,, 1091,,,,
 U14669, 63, 78, 82, 65, 225, 383, 263,, 321,,, 58, 3054, 45, 423, 665, 140,, 195, 338,, 2659,, 707, 150,, 775,, 249, 526
 U14670, 50, 61, 73, 71, 163, 535, 115, 20, 648, 273,, 141,, 50, 105, 166, 88, 1154, 338,,,,,, 302,, 287,, 130, 213
 U14671, 74, 109, 62, 234, 399, 868, 238,, 243, 662, 1033, 59, 963, 148, 413, 210, 158,, 314, 2012,,,,, 1178,, 270,, 673, 483
 U14673, 32, 38, 55, 49, 89, 128, 47, 631, 57, 181, 332, 79, 230, 37, 103, 139, 32, 1428, 133, 93, 273, 676, 286, 367, 193, 633, 136, 843, 356, 442
 U14675, 46, 157, 22, 66, 478, 171, 98, 1210, 146, 946, 431, 143, 123, 48, 1365, 2440, 114, 130, 1454, 111, 373, 170,, 339, 553, 152, 599, 2373, 379, 603
 U14677, 156, 92, 82, 104, 115, 304, 106, 294, 203, 1043, 662, 216,, 130, 834, 122, 100, 1103, 455, 217, 198, 691,, 473, 341, 905, 262,,, 1468
 U14678, 99, 33, 99, 41, 298, 165, 272, 279, 248, 264,, 188, 248, 45,, 77, 72,, 203, 416,, 717,, 1513, 87, 873, 650, 1029,, 1044
 U14686, 93, 122, 81, 369, 767, 171, 100, 1000,, 3554, 214, 152,, 181, 305, 753, 100,, 2247, 223, 258,,, 1798,,,,, 91, 230
 U14691, 58, 105, 70, 121, 720, 734, 454, 2585, 421, 1236, 206, 96, 348, 92, 374, 86, 84, 2521, 331, 422,, 1806,, 798, 1090,, 64,,, 676
 U14700, 38, 55, 72, 61, 1600, 468, 178, 305, 4939,, 193, 27,, 230, 1852, 360, 166, 512, 681, 492, 685,,, 277, 2624,,,, 628,
 U14705, 768, 151, 214, 97, 1533, 170, 3108, 678, 1122, 8673, 1062, 238,, 449, 533, 1378, 144, 227,, 891,,,, 3526, 604,,,, 1882,
 U14706, 16, 26, 28, 30, 60, 208, 131, 1636, 237, 646, 181, 11, 417, 32, 104, 316, 40, 471, 411, 178, 599, 201,, 595, 1251, 314, 532,, 95, 584
 U14707, 39, 38, 322, 31, 161,,, 446, 199, 67,, 39,, 55, 152, 75, 82,, 173,,, 311,, 232,,, 947,, 147, 576
 U14708, 32, 46, 118, 45,, 148, 161, 1277, 490,,, 58,, 43,, 78, 71, 196, 264, 521, 3641,,, 1297, 203,,,,,
 U14709, 20, 55, 50, 711, 516, 3234, 462, 572, 192,, 571, 50,, 43, 1490, 786, 101,, 896, 162,, 1039,, 2588, 411,, 922,,,
 U14710, 86, 69, 132, 112, 516, 619, 246, 370, 742, 314,, 91,, 98, 654, 99, 62, 248, 546, 462,,,, 495, 1982,, 490,,, 491
 U14711, 49, 106, 76, 53, 634, 273, 916,, 735,,, 72,, 164,, 215, 95,, 533, 1341,,,,, 474,,,,,
 U14712, 94, 98, 235, 263, 487, 373, 511,, 322, 470,, 204, 466, 142, 287, 212, 318,, 310, 417,,,,, 252,, 429,,, 624
 U14715, 44, 246, 116, 483, 507, 365, 390,, 642,,, 349, 625, 102,, 264,,,, 541,,,,, 520,, 1062,,, 849
 U14716, 241, 53, 53, 89, 114, 131, 363, 565, 391, 166,, 63,, 32, 196, 376, 106,,, 196,,,, 583, 1009,, 459,,, 496
 U14717, 55, 88, 271, 229, 2836, 550, 462,, 328,,, 86, 3143, 141,, 47, 269,, 573, 239,,,,, 369,, 2559,, 189,
 U14720, 70, 111, 43, 63, 73, 1362, 977, 511, 699, 1072, 1376, 36, 1376, 33, 358, 377, 98,, 1403, 74, 1036, 3056,, 432, 107,, 1063,, 86, 1980
 U14721, 107, 51, 59, 63, 93, 352, 1009,, 974,, 984, 55,, 62, 131, 69, 118,, 588, 138,, 491,, 667, 254,, 246,, 672,
 U14722, 422, 23, 81, 39, 58, 44, 822, 518, 81,, 255, 13,, 27, 70, 41, 61,, 283, 63,, 292,,, 100,, 343,, 629, 898
 U14723, 45, 82, 53, 245, 109, 694, 662, 1009, 713, 657, 2166, 1078, 438, 148, 657, 456, 474, 669, 186, 566, 851, 1514,, 1339, 133, 992, 764,, 165, 810
 U14724, 37, 89, 57, 75, 195, 143, 481,, 124,,, 116,, 86,, 115, 77, 222, 128, 175, 1252, 282,, 244, 345, 1474, 165,,, 435
 U14725, 148, 55, 238, 63, 156, 265, 83, 125, 123, 376, 222, 66, 981, 36, 203, 101, 58,, 150, 281,, 388,, 160, 109,, 215,, 702, 1146
 U14726, 144, 67, 180, 82, 1141, 135, 201,,, 1038,, 41,, 219,, 1227, 2182,,, 981,,,, 1507,,,,,,
 U14727, 246, 167, 67, 87, 555, 286, 2025, 1677, 122,,, 113,, 702,, 221, 98,, 450, 494,,,, 1058, 341,,,,,
 U14728, 171, 71, 82, 46, 295, 221, 993,, 161, 126, 233, 45, 59, 85, 349, 86, 119,,, 243,,,, 140, 975,, 447,, 270,
 U14730, 90, 100, 59, 84, 623, 218, 129,, 1972,,, 93,, 68, 471, 95, 79,, 2552, 148,,,, 687, 1146,, 109,, 662,
 U14732, 143, 80, 305, 64, 252, 1492, 266,, 232, 976,, 52,, 67,, 1623, 84,,, 958,, 1772,,, 830, 1831,,,, 1114
 U14733, 98, 27, 59, 42, 244, 155, 111, 272, 117, 568, 126, 40, 279, 36, 181, 50, 53, 948, 101, 226, 870, 271, 2085, 266, 92, 341, 93,, 54, 365
 U14734, 175, 33, 21, 27, 141, 95, 22, 273, 168, 183, 329, 41, 118, 15, 50, 93, 31,, 95, 62,, 660,, 284, 69, 273, 122,, 240, 465
 U14735, 100, 215, 78, 208, 248, 1058, 297,, 393,,, 471,, 42,, 442, 563, 1020,, 195,, 1152,,, 581, 1063, 656,, 1500, 464
 U14736, 111, 216, 88, 76, 423, 297, 159,, 202,, 808, 149, 484, 81, 557, 221, 98,, 851, 135,,,,, 289,, 896,, 248, 897
 U14737, 117, 58, 182, 470, 639, 192, 48,, 190,,, 304,, 236, 133, 143, 121,,, 263,,,,,,,,,,
 U14738, 35, 36, 39, 29, 153, 315, 109, 88, 104, 501, 432, 21, 130, 29, 108, 217, 41, 83, 303, 27, 630, 1332, 2208, 260, 122, 961, 82,, 372, 475
 U14740, 167, 67, 61, 95, 221, 413, 253,, 387,, 481, 81, 1717, 151, 328, 137, 109,, 154, 293,,,, 381, 253,, 240,, 243, 655
 U14741, 129, 100, 103, 425, 888, 282, 194,, 169,, 2306, 58, 2977, 110, 138, 448, 77,, 562, 518,,,,, 377,, 703,, 1420, 951
 U14745, 73, 78, 530, 60, 1021, 268, 1323, 1829, 1328, 614,, 224, 5659, 130,, 273, 322, 1951, 560, 717,,,, 939, 339,,,,, 854
 U14746, 214, 548, 208, 1404,,,,,,,, 102,, 3229,,,,,,,,,,,,,,,,
 U14747, 52, 63, 89, 42, 392, 703, 129,, 178, 520,, 40, 1698, 63, 413, 165, 76,, 205, 412,, 715,,, 280,, 946,, 202,
 U14748, 182, 94, 164, 59, 358, 1021, 76, 878, 228, 153,, 48,, 69, 79, 28, 53, 253, 68, 82,,,, 501, 157, 182,,,,
 U14749, 25, 132, 43, 43, 284, 392, 229, 463, 1025,,, 280, 730, 63, 825, 41, 108, 456,, 98,,,, 502,,, 819,, 189, 307
 U14750, 375, 85, 242, 1858, 1134, 834, 301,,, 1087,, 2200, 1759, 358,, 100, 202,,, 3060,,,,,,,,,,
 U14751, 40, 52, 99, 45, 268, 186, 166,, 303,,, 86,, 116, 297, 131, 53,, 165, 480,,,,, 294,, 332,, 141, 191
 U14752, 62, 349, 164, 224, 1476, 157, 480,, 185,,, 725,, 50, 597, 2717, 159, 1499, 267, 217,,,, 388, 197,, 81,, 291, 2754
